4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
4825;20
